City,Country,Duration,Price,Airline,Airport,Depart,Return,Link,MinPrice,is_MinPrice,year_depart,month_depart,CityOrigin,minPrice,meanPrice,medianPrice,timestamp,is_smaller,difPrice,difPricePct
Mont Lubin,Maurícia,2400,1191.24,Várias companhias aéreas,RRG,2024-01-20,2024-01-24,http://kayak.com/flights/LIS-RRG/2024-01-20/2024-01-24/,1191.24,1.0,2024,1,LIS,1196.89,1196.89,1196.89,2023-03-21 02:29:05,True,-5.650000000000091,-0.47205674706949596
Myrtle Beach,Estados Unidos,1602,1020.53,Várias companhias aéreas,MYR,2023-06-17,2023-06-24,http://kayak.com/flights/LIS-MYR/2023-06-17/2023-06-24/,1020.53,1.0,2023,6,LIS,1025.37,1025.4233333333332,1025.37,2023-03-21 02:29:05,True,-4.839999999999918,-0.47202473253556454
Montego Bay,Jamaica,1795,1003.74,American Airlines,MBJ,2023-05-04,2023-05-11,http://kayak.com/flights/LIS-MBJ/2023-05-04/2023-05-11/,1003.74,1.0,2023,5,LIS,1008.5,1016.2707142857143,1018.75,2023-03-21 02:29:05,True,-4.759999999999991,-0.4719881011403065
Tucson,Estados Unidos,1402,801.31,British Airways,TUS,2023-09-12,2023-09-19,http://kayak.com/flights/LIS-TUS/2023-09-12/2023-09-19/,801.31,1.0,2023,9,LIS,805.11,805.11,805.11,2023-03-21 02:29:05,True,-3.800000000000068,-0.47198519456969457
Corvera,Espanha,1170,250.94,Várias companhias aéreas,RMU,2023-07-15,2023-07-22,http://kayak.com/flights/LIS-RMU/2023-07-15/2023-07-22/,250.94,1.0,2023,7,LIS,252.13,296.28478260869565,288.69,2023-03-21 02:29:05,True,-1.1899999999999977,-0.47197874112560895
Mulhouse,França,1720,299.45,Várias companhias aéreas,MLH,2023-11-25,2023-11-29,http://kayak.com/flights/LIS-MLH/2023-11-25/2023-11-29/,299.45,1.0,2023,11,LIS,300.87,300.87,300.87,2023-03-21 02:29:05,True,-1.420000000000016,-0.4719646358892598
Saint-Denis,Ilha da Reunião,1390,1520.53,Air France,RUN,2023-07-26,2023-08-02,http://kayak.com/flights/LIS-RUN/2023-07-26/2023-08-02/,1520.53,1.0,2023,7,LIS,1527.74,1527.74,1527.74,2023-03-21 02:29:05,True,-7.210000000000036,-0.4719389424902166
Los Angeles,Estados Unidos,1540,630.6,Várias companhias aéreas,LAX,2024-01-21,2024-01-28,http://kayak.com/flights/LIS-LAX/2024-01-21/2024-01-28/,630.6,1.0,2024,1,LIS,633.59,633.59,633.59,2023-03-21 02:29:05,True,-2.990000000000009,-0.471914013794411
Salzburgo,Áustria,2155,291.05,Várias companhias aéreas,SZG,2023-08-01,2023-08-08,http://kayak.com/flights/LIS-SZG/2023-08-01/2023-08-08/,291.05,1.0,2023,8,LIS,292.43,354.19,354.19,2023-03-21 02:29:05,True,-1.3799999999999955,-0.47190780699654467
Cardiff,Reino Unido,915,194.04,Várias companhias aéreas,CWL,2023-04-17,2023-04-23,http://kayak.com/flights/LIS-CWL/2023-04-17/2023-04-23/,194.04,1.0,2023,4,LIS,194.96,237.51000000000002,265.6,2023-03-21 02:29:05,True,-0.9200000000000159,-0.47189167008617966
